source_text,suggested_ar,locations,area,has_pre_filled
The items {0} and {1} are present in the following {2} :,,erpnext/stock/doctype/item/item.py:619,stock,0
The percentage you are allowed to pick more items in the pick list than the ordered quantity.,,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,0
The reserved stock will be released. Are you certain you wish to proceed?,,erpnext/stock/doctype/pick_list/pick_list.js:159,stock,0
The serial and batch bundle {0} not linked to {1} {2},,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:146; erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:158,stock,0
The user cannot submit the Serial and Batch Bundle manually,,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.js:10,stock,0
"The users with this Role are allowed to create/modify a stock transaction, even though the transaction is frozen.",,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,0
"The {0} prefix '{1}' already exists. Please change the Serial No Series, otherwise you will get a Duplicate Entry error.",,erpnext/stock/doctype/item/item.py:423,stock,0
The {0} {1} created successfully,,erpnext/stock/doctype/material_request/material_request.py:898,stock,0
There aren't any item variants for the selected item,,erpnext/stock/report/item_variant_details/item_variant_details.py:25,stock,0
There must be atleast 1 Finished Good in this Stock Entry,,erpnext/stock/doctype/stock_entry/stock_entry.py:1603,stock,0
This field is used to set the 'Customer'.,,erpnext/stock/doctype/delivery_note/delivery_note.js:487,stock,0
This is considered dangerous from accounting point of view.,,erpnext/stock/doctype/stock_settings/stock_settings.js:42,stock,0
This option can be checked to edit the 'Posting Date' and 'Posting Time' fields.,,erpnext/stock/doctype/delivery_note/delivery_note.js:500,stock,0
"This table is used to set details about the 'Item', 'Qty', 'Basic Rate', etc.",,erpnext/stock/doctype/delivery_note/delivery_note.js:493,stock,0
Total Active Items,إجمالي الأصناف النشطة,erpnext/stock/workspace/stock/stock.json:None,stock,1
Total Incoming Value (Receipt),إجمالي القيمة الواردة (استلام),erpnext/stock/doctype/stock_entry/stock_entry.json:None,stock,1
Total Landed Cost,إجمالي التكلفة الإضافية,erpnext/stock/report/landed_cost_report/landed_cost_report.py:24,stock,1
Total Landed Cost (Company Currency),إجمالي التكلفة الإضافية (عملة الشركة),erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.json:None,stock,1
Total Outgoing Value (Consumption),إجمالي القيمة الصادرة (استهلاك),erpnext/stock/doctype/stock_entry/stock_entry.json:None,stock,1
Total Reposting Count,إجمالي عدد إعادة الترحيل,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None,stock,1
Total Stock Value,إجمالي قيمة المخزون,erpnext/stock/workspace/stock/stock.json:None,stock,1
Total Value Difference (Incoming - Outgoing),إجمالي فرق القيمة (وارد - صادر),erpnext/stock/doctype/stock_entry/stock_entry.json:None,stock,1
Total Vendor Invoices Cost (Company Currency),إجمالي تكلفة فواتير الموردين (عملة الشركة),erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.json:None,stock,1
Total Warehouses,إجمالي المستودعات,erpnext/stock/workspace/stock/stock.json:None,stock,1
Total Weight (kg),إجمالي الوزن (كجم),erpnext/stock/doctype/shipment/shipment.json:None,stock,1
Total Workstation Time (In Hours),إجمالي وقت محطة العمل (بالساعات),erpnext/stock/doctype/item_lead_time/item_lead_time.json:None,stock,1
Tracebility Direction,اتجاه التتبع,erpnext/stock/report/serial_no_and_batch_traceability/serial_no_and_batch_traceability.js:53,stock,1
Tracking Status,حالة التتبع,erpnext/stock/doctype/shipment/shipment.json:None,stock,1
Tracking Status Info,معلومات حالة التتبع,erpnext/stock/doctype/shipment/shipment.json:None,stock,1
Tracking URL,رابط التتبع,erpnext/stock/doctype/shipment/shipment.json:None,stock,1
Transaction Information,معلومات المعاملة,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.json:None,stock,1
Transit,عبور,erpnext/stock/doctype/warehouse/warehouse.json:None,stock,1
Transit Entry,قيد عبور,erpnext/stock/doctype/stock_entry/stock_entry.js:479,stock,1
Type of Transaction,نوع المعاملة,erpnext/stock/doctype/inventory_dimension/inventory_dimension.json:None; erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json:None; erpnext/stock/doctype/serial_and_batch_entry/serial_and_batch_entry.json:None,stock,1
UOM conversion factor required for UOM: {0} in Item: {1},,erpnext/stock/doctype/stock_entry/stock_entry.py:3628,stock,0
UOM {0} not found in Item {1},,erpnext/stock/doctype/item_price/item_price.py:61,stock,0
UPC,,erpnext/stock/doctype/item_barcode/item_barcode.json:None,stock,0
UPC-A,,erpnext/stock/doctype/item_barcode/item_barcode.json:None,stock,0
Unassigned Qty,كمية غير مسندة,erpnext/stock/doctype/putaway_rule/putaway_rule.py:323,stock,1
Update Batch Qty,تحديث كمية الدفعة,erpnext/stock/report/stock_qty_vs_batch_qty/stock_qty_vs_batch_qty.js:31,stock,1
Update Existing Price List Rate,تحديث سعر قائمة الأسعار الحالي,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1
Update Price List Based On,تحديث قائمة الأسعار بناء على,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1
"Upon submission of the Sales Order, Work Order, or Production Plan, the system will automatically reserve the stock.",,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,0
Use Batch-wise Valuation,استخدام التقييم حسب الدفعة,erpnext/stock/doctype/batch/batch.json:None,stock,1
Use Item based reposting,استخدام إعادة الترحيل حسب الصنف,erpnext/stock/doctype/stock_reposting_settings/stock_reposting_settings.json:None,stock,1
Use Serial / Batch Fields,استخدام حقول التسلسل/الدفعة,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1
Users with this role are allowed to over deliver/receive against orders above the allowance percentage,,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,0
Using negative stock disables FIFO/Moving average valuation when inventory is negative.,,erpnext/stock/doctype/stock_settings/stock_settings.js:38,stock,0
Validate Material Transfer Warehouses,التحقق من مستودعات نقل المواد,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1
Validate Negative Stock,التحقق من المخزون السالب,erpnext/stock/doctype/inventory_dimension/inventory_dimension.json:None,stock,1
Valuation (I - K),,erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.js:63,stock,0
Valuation Field Type,نوع حقل التقييم,erpnext/stock/report/available_serial_no/available_serial_no.js:61; erpnext/stock/report/stock_balance/stock_balance.js:101; erpnext/stock/report/stock_ledger/stock_ledger.js:114,stock,1
Valuation Rate (In / Out),سعر التقييم (داخل/خارج),erpnext/stock/report/incorrect_serial_no_valuation/incorrect_serial_no_valuation.py:197,stock,1
Valuation rate for customer provided items has been set to zero.,,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:985,stock,0
Value (G - D),,erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.js:58,stock,0
Value ({0}),,erpnext/stock/report/stock_ageing/stock_ageing.py:221,stock,0
Value Based Inspection,فحص حسب القيمة,erpnext/stock/doctype/quality_inspection_reading/quality_inspection_reading.json:None,stock,1
Value of Goods,قيمة البضائع,erpnext/stock/doctype/shipment/shipment.json:None,stock,1
Value of goods cannot be 0,,erpnext/stock/doctype/shipment/shipment.py:87,stock,0
Vendor Invoice,فاتورة المورد,erpnext/stock/doctype/landed_cost_vendor_invoice/landed_cost_vendor_invoice.json:None; erpnext/stock/report/landed_cost_report/landed_cost_report.py:42,stock,1
Vendor Invoices,فواتير الموردين,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.json:None,stock,1
Via Landed Cost Voucher,عبر سند التكلفة الإضافية,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None,stock,1
View Ledgers,عرض دفاتر الأستاذ,erpnext/stock/doctype/serial_no/serial_no.js:28,stock,1
Voucher No is mandatory,رقم السند إلزامي,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:1298,stock,1
Voucher Qty,كمية السند,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.json:None; erpnext/stock/report/reserved_stock/reserved_stock.py:117,stock,1
Warehouse Capacity Summary,ملخص سعة المستودع,erpnext/stock/page/warehouse_capacity_summary/warehouse_capacity_summary.js:4,stock,1
Warehouse Capacity for Item '{0}' must be greater than the existing stock level of {1} {2}.,,erpnext/stock/doctype/putaway_rule/putaway_rule.py:79,stock,0
Warehouse Disabled?,هل المستودع معطل؟,erpnext/stock/report/warehouse_wise_stock_balance/warehouse_wise_stock_balance.py:113,stock,1
Warehouse Wise Stock Balance,رصيد المخزون حسب المستودع,erpnext/stock/report/warehouse_wise_stock_balance/warehouse_wise_stock_balance.json:None; erpnext/stock/workspace/stock/stock.json:None,stock,1
Warehouse {0} does not belong to Company {1}.,,erpnext/stock/doctype/putaway_rule/putaway_rule.py:67,stock,0
Warehouse {0} does not exist,,erpnext/stock/doctype/warehouse/warehouse.py:306,stock,0
Warehouse's Stock Value has already been booked in the following accounts:,,erpnext/stock/doctype/warehouse/warehouse.py:144,stock,0
Warning on Negative Stock,تحذير عند المخزون السالب,erpnext/stock/stock_ledger.py:820,stock,1
Warranty Expiry (Serial),انتهاء الضمان (تسلسلي),erpnext/stock/report/serial_no_and_batch_traceability/serial_no_and_batch_traceability.py:542,stock,1
Weight (kg),الوزن (كجم),erpnext/stock/doctype/shipment_parcel/shipment_parcel.json:None; erpnext/stock/doctype/shipment_parcel_template/shipment_parcel_template.json:None,stock,1
"When creating an Item, entering a value for this field will automatically create an Item Price at the backend.",,erpnext/stock/doctype/item/item.js:1072,stock,0
Width (cm),العرض (سم),erpnext/stock/doctype/shipment_parcel/shipment_parcel.json:None; erpnext/stock/doctype/shipment_parcel_template/shipment_parcel_template.json:None,stock,1
You are not authorized to make/edit Stock Transactions for Item {0} under warehouse {1} before this time.,,erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py:338,stock,0
You cannot repost item valuation before {},,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.py:183,stock,0
You have entered a duplicate Delivery Note on Row,,erpnext/stock/doctype/shipment/shipment.js:442,stock,0
Zero quantity,كمية صفرية,erpnext/stock/doctype/stock_entry/stock_entry.py:525,stock,1
after,,erpnext/stock/stock_ledger.py:2041,stock,0
image,,erpnext/stock/doctype/batch/batch.json:None,stock,0
performing either one below:,,erpnext/stock/stock_ledger.py:2042,stock,0
product bundle item row's name in sales order. Also indicates that picked item is to be used for a product bundle,,erpnext/stock/doctype/pick_list_item/pick_list_item.json:None,stock,0
{0} account not found while submitting purchase receipt,,erpnext/stock/doctype/purchase_receipt/purchase_receipt.py:514,stock,0
"{0} units are reserved for Item {1} in Warehouse {2}, please un-reserve the same to {3} the Stock Reconciliation.",,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:703,stock,0
{0} units of Item {1} is not available in any of the warehouses.,,erpnext/stock/doctype/pick_list/pick_list.py:1029,stock,0
{0} units of Item {1} is picked in another Pick List.,,erpnext/stock/doctype/pick_list/pick_list.py:1021,stock,0
{0} units of {1} are required in {2} with the inventory dimension: {3} on {4} {5} for {6} to complete the transaction.,,erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py:145,stock,0
{0} units of {1} needed in {2} on {3} {4} to complete this transaction.,,erpnext/stock/stock_ledger.py:2294; erpnext/stock/stock_ledger.py:2339,stock,0
{} To Bill,,erpnext/stock/workspace/stock/stock.json:None,stock,0
